sla,rating,complaint_ref_no,incident_date,mode,channel_type,from_fois,complaint_type,sub_type,zn_cd,div_cd,dept_cd,\nSTATUS,\ncreated_on,modified_on,diff,complaint,remarks,train_station,own_zn_cd,own_div_cd,commodity_name,forwarded,train_class,berth_no,feedback_remarks,next_station,physical_coach_no,train_name
No,,2.02404E+12,,T,H,0,Coach - Cleanliness,Coach Interior,SW,SBC,CNW,Closed,01-04-2024 10:36,01-04-2024 10:50,00:14,AI Generated Complaint Description:Our coach has not been cleaned.  Complaint User Input:हमारे कोच में सफाई नहीं हुई है," Dear sir, We sincerely apologize for inconvenience caused to you during your train journey, Your complaint attended by OBHS staff.  ",16587,SW,SBC,,,3A,9,,KYN,224634,YPR-BKN  EXPRESS [MAIL EXPRESS]
No,Unsatisfactory,2.02404E+12,01-04-2024 10:32,T,W,0,Staff Behaviour,Staff Behaviour,WR,BCT,CNW,Closed,01-04-2024 10:36,01-04-2024 11:00,00:24,"No bed roll is available at surat n nobody come to give bedroll,I use the used bed.At borivali person come to collect the bedroll,why before Mumbai Central person come to collect bedroll","Dear Sir, the problem faced by you is deeply regretted. Message has been given to concern depot for necessary action against concern staff. Necessary action will follow. ",12954,WR,BCT,,,3A,19,What action has been taken ,,211221,AG KRANTI TEJAS EXP [RAJDHANI]
SLA 1,,2.02404E+12,01-04-2024 08:32,S,A,0,Goods,Freight Facilitation,SR,TVC,CML,Closed,01-04-2024 10:36,02-04-2024 12:23,25:46:00,"The goods did not get down at the station where I had booked, so that the goods got down at my station",From investigating your complaint it is understood that you have already taken delivery of your consignment.,MLDT,,,Others,1,,,,,,NA
No,,2.02404E+12,01-04-2024 10:34,T,W,0,Miscellaneous,Miscellaneous,NR,DLI,CHG,Closed,01-04-2024 10:37,01-04-2024 11:36,00:59,"wanted to raise the complaint w.r.t my journey on 12155 on 31 March 2024. There is no reason for train to get delayed due to weather conditions and seems like other trains are passed by stopping it , causing more delay. Due to this delay, it has impacted my official work schedule and indirectly caused me a monetary loss. Can you provide me the explanation of delay and how can I reclaim my losses.  ","Sir Madam, Greetings of the day!   Indian Railway is here to serve you.  It is intimated that train delayed over AGRA Div. due to chain pulling so train movement affected.  However, to minimize the late running time and improve the quality of service necessary action has been initiated. We assure you to render better service and avoid such type problem in future. Please submit feedback (Rating) and remark, as action initiated by this office and quality of response is received by you.  ",12155,WC,BPL,,1,3A,9,,NZM,205121,SHAN-E-BPL EXP  [SUPERFAST]
No,Excellent,2.02404E+12,,T,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,CR,CSTM,RPF,Closed,01-04-2024 10:37,01-04-2024 10:44,00:07,customer complaint - passenger kia kahna h ki unka train me chasma cchut gya   krapya unki jald se  jald  madad ki jaye ,श्रीमानजी उक्त मामले मे शिकायतकर्ता से बात कर आरपीएफ़ पोस्ट दादर मे LCT ज्योति यादव  को नोट कराया गया है । तथा उनके द्वारा आपसे संपर्क कर समस्या का निवारण किया जाएगा । अगर आपकी शिकायत का निवारण नहीं होता तो आप मोबाइल नंबर 8828310026 पर हमसे सीधा संपर्क कर सकते है । रेल मदद का उपयोग करने के लिए धन्यवाद ।  ,12132,CR,CSTM,,,2A,19,Good,DR,121061,SNSI-DR EXP [SUPERFAST]
No,Excellent,2.02404E+12,,T,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,NE,LJN,RPF,Closed,01-04-2024 10:37,01-04-2024 10:45,00:07,Customer has complained that he has left the luggage behind (he left her darkin bklur in color )sharma bags written   ,श्रीमान खोजबीन हेतु ऑन ड्यूटी एस्कॉर्ट पार्टी CT रमेश सिंह को अवगत कराया गया है | रेसुब सदैव आपके सहयोग हेतु तत्पर है |,5086,NE,LJN,,,,,Very good  thanks,,,LJN-SG PASSENGER [PASSENGER]
No,,2.02404E+12,,T,H,0,Water Availability,Toilet,NF,LMG,CNW,Closed,01-04-2024 10:37,01-04-2024 11:52,01:15,Customer has raised concerns regarding toilets are dirty it is not clean  ,"Dear Passenger, We are deeply sorry for the inconvenience. We agree with your frustration. water will be provided next station . Thank you for being with us. Have a nice trip. Your feedback is highly appreciated. Jai Hind",15664,NF,LMG,,,SL,40,,KXJ,115216,SCL-AGTL EXPRESS [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,WR,BCT,RPF,Closed,01-04-2024 10:37,01-04-2024 10:47,00:10,cx said to he is missing her items in train ,"We have shared the description of your luggage with reroute destination RPF post VAPI & DRD with instructions to search, locate and retrieve your valuables and arrange for return after getting in contact with you. We will also inform you as soon as we have more information. Your feedback on our effort is highly appreciated.",22930,WR,BRC,,,2S,88,,UBR,116121,BRC - DRD EXPRESS [SUPERFAST]
No,Excellent,2.02404E+12,,T,H,0,Electrical Equipment,Charging Points,WR,ADI,ELE,Closed,01-04-2024 10:37,01-04-2024 11:10,00:32,customer complaint charging point work nhi kar rha  hai ,"Dear Sir Madam , inconvenience caused  is  regretted. On board Escorting staff attended and resolved your complaint. Railway is committed  to ensure comfortable, safe and secure journey of its  passenger. Your feedback on our efforts will be highly appreciated.  ",20919,WR,ADI,,,SL,17,"Indian Railways now the very Superfast in speed as well as in Servise too... Very Proud Feeling, ",KLBG,226594,MAS - EKNR S.F. EXP [SUPERFAST]
No,Excellent,2.02404E+12,01-04-2024 10:31,T,A,0,Coach - Cleanliness,Toilet,NF,TSK,CNW,Closed,01-04-2024 10:37,01-04-2024 10:52,00:15,S11 coach toilets is so dirty passanger is unable to use toilet ," Dear passenger, We are deeply regretted with the inconvenience caused. We agree with your disappointment. As our OBHS Staffs and Ehk rubul gogoi has attended the coach and cleaned it in a proper way. Thank you for being with us. Have a wonderful journey. Your feedback is highly appreciated. Jai Hind.  ",15904,NF,TSK,,,SL,9,Quick response and it's cleened properly I am thankful for this service ,LKO,171270,CDG-DBRG EXPRESS [MAIL EXPRESS]
No,,2.02404E+12,01-04-2024 10:34,T,A,0,Punctuality,Late Running,NR,DLI,CHG,Closed,01-04-2024 10:37,01-04-2024 10:46,00:09,Train running 3 hrs delay with no reason.. unnecessary overtakes. Till morena 40 mins delay.. now about to reach nzm 3 hrs delay.  Wrong justification given by railway,"Sir Madam, Greetings of the day!   Indian Railway is here to serve you.  It is intimated that train delayed over AGRA DIVISION due to technical failure en route so train movement effected.   However, to minimize the late running time and improve the quality of service necessary action has been initiated. We assure you to render better service and avoid such type problem in future. Please submit feedback (Rating) and remark, as action initiated by this office and quality of response is received by you.",12155,WC,BPL,,,SL,36,,NZM,204935,SHAN-E-BPL EXP  [SUPERFAST]
No,,2.02404E+12,01-04-2024 10:32,S,W,0,Passenger Amenities,Others,SC,GTL,CML,Closed,01-04-2024 10:37,01-04-2024 11:10,00:32,The door of upper class waiting hall is close no one is present and went to sleepar class waiting hall there is no electricity ..  Charging amount for tickets 2-tier AC traveller but has to wait like normal passenger in hot weather conditions,"sir, On enquiry inspector at Cuddpah told that for last one hour power is shutdown. Hence upper waiting class at cuddapah is closed and keys are at enquiry office. At 10.50 hrs power is on. Now staff at enquiry counter will instructed to open upper class waiting hall. Same is conveyed to passenger. He told that He is boarding the train now. ",HX,,,,,,,,,,NA
No,Excellent,2.02404E+12,,T,H,0,Punctuality,NTES APP,NE,LJN,CHG,Closed,01-04-2024 10:37,01-04-2024 10:46,00:08,Customer has raised a complaint due to later running of train.     train late kyu h update kyu nahi h.  kab tak chalega jankari chahiye..  Train No :-05064 Coach No :-Confirmed   D15   45  Window Side  2 23 Confirmed   D15   46  Window Side  3 24 Confirmed   D15   47  No Choice  4 22 Confirmed   D15   7  No Choice ,"Dear passenger, we sincerely regret the inconvenience caused. Train was delayed in the previous division  by 124 minutes and further delayed due to section congestion . All out efforts are being made to reach your destination on priority..",5054,NE,LJN,,,2S,45,Very good job ,GKP,184719,BDTS-GKP HOLI SPL [TRAIN ON DEMAND]
No,,2.02404E+12,,S,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,SR,MAS,RPF,Closed,01-04-2024 10:38,01-04-2024 10:56,00:18,Customer complained that someone had snatched his belongings,"Sir, contacted the complainant and he stated that he left over his mobile phone at Tambaram sanitorium and boarded in Local train in the morning at about 06.50 hrs.. After few minutes he returned to the stationa nd checked the same and not found in the place. Informed RPF St. Thomas Mount @ Tambaram Sanatorium for necessary action and also advised the complainant to lodge complaint with Govt. Railway Police please.",TBMS,,,,,,,,,,NA
SLA 1,Unsatisfactory,2.02404E+12,01-04-2024 10:34,S,W,0,Luggage / Parcels ,Parcel Facilitation,KR,RN,CML,Closed,01-04-2024 10:38,02-04-2024 06:43,20:05,My parcel have been book from Hazrat Nizamuddin station to Ratnagiri it's a electronic product in that parcel just I want to know which train the parcel have been loaded ,"Dear Sir Madam, we are in receipt of your representation through Rail Madad. The subject consignment has reached its destination station RATNAGIRI. Kindly contact the Parcel office for its early delivery with original Railway Receipt issued to you. Thanks for using Rail Madad. Konkan Railway will be happy to provide the best of services to its esteemed customers.",NZM,,,Others,5,,,,,,NA
No,,2.02404E+12,01-04-2024 10:34,T,W,0,Miscellaneous,Miscellaneous,KR,RN,RPF,Closed,01-04-2024 10:38,01-04-2024 11:24,00:46,I lost my iPhone charger at Vasai station this morning. Please help. ,"सर,         आपके मोबाइल का  चार्जर मिल गया है |  चिपलुन RPF. कार्यालय में जमा है |कृपया जाकर प्राप्त करे |धन्यवाद |",12484,NR,FZR,,3,1A,5,,CHI,,KCVL EXPRESS [SUPERFAST]
No,,2.02404E+12,,T,H,0,Coach - Maintenance,Others,SE,CKP,ELE,Closed,01-04-2024 10:38,01-04-2024 11:19,00:40,"AI Generated Complaint Description:In the D5 compartment of train number 18184, Buxar to Tata.  Complaint User Input:डी फाइव कम्पार्टमेंट जो है 18184 ट्रैन नंबर बक्सर टाटा उसमें",ON duty staff attend found fan working ,18184,SE,CKP,,1,2S,19,,JSME,188603,BXR-ARA-TATA EXPRESS  [MAIL EXPRESS]
No,,2.02404E+12,01-04-2024 10:34,T,W,0,Punctuality,Late Running,NC,JHS,CHG,Closed,01-04-2024 10:38,01-04-2024 11:04,00:26,This delayed ever time without reason and stand 1-2 hr at jhansi outer why train not reached on time why late train crossed ? Why railway not understand this ,SORRY FOR INCONVENIENCE. WE WILL TRY AT OUR BEST.,20104,CR,CSTM,,1,,,,,,GKP-LTT-SUPER-FAST [SUPERFAST]
